2019-12-21T14:29:02
Collection: /var/www/html/odv_data/Dirty_Dataset/Dirty_Dataset.odv

Cruise Label	Variable Label	Sample Count	Total Sample Count
WOD05_90000533	5: Phosphate	13	49
WOD05_90000533	8: pH	13	49
WOD05_90000602	1: Depth	26	26
WOD05_90000602	2: Temperature	26	26
WOD05_90000602	3: Salinity	26	26
WOD05_90000626	1: Depth	26	26
WOD05_90000626	2: Temperature	26	26
WOD05_90000626	3: Salinity	26	26
WOD05_90000626	4: Oxygen	13	26
WOD05_90000626	5: Phosphate	13	26
WOD05_90000626	8: pH	13	26
WOD05_90000630	1: Depth	26	26
WOD05_90000630	2: Temperature	26	26
WOD05_90000630	3: Salinity	26	26
WOD05_90000647	1: Depth	51	51
WOD05_90000647	2: Temperature	50	51
WOD05_90000647	3: Salinity	50	51
WOD05_90000651	1: Depth	37	37
WOD05_90000651	2: Temperature	37	37
WOD05_90000651	3: Salinity	37	37
WOD05_90000657	1: Depth	13	13
WOD05_90000657	2: Temperature	13	13
WOD05_90000657	3: Salinity	13	13
WOD05_90000674	1: Depth	39	39
WOD05_90000674	2: Temperature	39	39
WOD05_90000674	3: Salinity	39	39
WOD05_90000689	1: Depth	24	24
WOD05_90000689	2: Temperature	24	24
WOD05_90000689	3: Salinity	24	24
WOD05_90000691	1: Depth	37	37
WOD05_90000691	2: Temperature	37	37
WOD05_90000691	3: Salinity	37	37
WOD05_90000694	1: Depth	13	13
WOD05_90000694	2: Temperature	13	13
WOD05_90000694	3: Salinity	13	13
WOD05_90000706	1: Depth	19	19
WOD05_90000706	2: Temperature	19	19
WOD05_90000706	3: Salinity	19	19
WOD05_90000719	1: Depth	52	52
WOD05_90000719	2: Temperature	52	52
WOD05_90000719	3: Salinity	52	52
WOD05_90007041	1: Depth	853	853
WOD05_90007041	2: Temperature	853	853
WOD05_90007041	3: Salinity	852	853
WOD05_90007041	4: Oxygen	86	853
WOD05_90007041	6: Silicate	60	853
WOD05_90007041	8: pH	64	853
WOD05_90007042	1: Depth	13	13
WOD05_90007042	2: Temperature	13	13
WOD05_90007042	3: Salinity	13	13
WOD05_90007083	1: Depth	6547	6547
WOD05_90007083	2: Temperature	6547	6547
WOD05_90007083	3: Salinity	6547	6547
WOD05_90007083	4: Oxygen	6522	6547
WOD05_90007083	8: pH	39	6547
WOD05_90007092	1: Depth	22	22
WOD05_90007092	2: Temperature	22	22
WOD05_90007092	3: Salinity	22	22
WOD05_90007092	4: Oxygen	22	22
WOD05_90007093	1: Depth	72	72
WOD05_90007093	2: Temperature	72	72
WOD05_90007093	3: Salinity	72	72
WOD05_90007093	4: Oxygen	35	72
WOD05_90007125	1: Depth	13	13
WOD05_90007125	2: Temperature	13	13
WOD05_90007125	3: Salinity	13	13
WOD05_90007147	1: Depth	26	26
WOD05_90007147	2: Temperature	26	26
WOD05_90007147	3: Salinity	26	26
WOD05_90007211	1: Depth	13	13
WOD05_90007211	2: Temperature	13	13
WOD05_90007211	3: Salinity	13	13
WOD05_90007213	1: Depth	26	26
WOD05_90007213	2: Temperature	26	26
WOD05_90007213	3: Salinity	26	26
WOD05_90007215	1: Depth	26	26
WOD05_90007215	2: Temperature	26	26
WOD05_90007215	3: Salinity	26	26
WOD05_90007217	1: Depth	25	25
WOD05_90007217	2: Temperature	25	25
WOD05_90007217	3: Salinity	25	25
WOD05_90007219	1: Depth	13	13
WOD05_90007219	2: Temperature	13	13
WOD05_90007219	3: Salinity	13	13
WOD05_90007385	1: Depth	153	153
WOD05_90007385	2: Temperature	151	153
WOD05_90007385	3: Salinity	153	153
WOD05_90007385	4: Oxygen	152	153
WOD05_90007385	5: Phosphate	149	153
WOD05_90007385	8: pH	142	153
WOD05_90007410	1: Depth	668	668
WOD05_90007410	2: Temperature	668	668
WOD05_90007410	3: Salinity	668	668
WOD05_90007410	4: Oxygen	383	668
WOD05_90007539	1: Depth	13	13
WOD05_90007539	2: Temperature	13	13
WOD05_90007539	3: Salinity	13	13
WOD05_90007542	1: Depth	39	39
WOD05_90007542	2: Temperature	39	39
WOD05_90007542	3: Salinity	39	39
WOD05_90007543	1: Depth	26	26
WOD05_90007543	2: Temperature	26	26
WOD05_90007543	3: Salinity	26	26
WOD05_90007545	1: Depth	270	270
WOD05_90007545	2: Temperature	270	270
WOD05_90007545	3: Salinity	269	270
WOD05_90007545	4: Oxygen	230	270
WOD05_90008512	1: Depth	80	80
WOD05_90008512	2: Temperature	80	80
WOD05_90008512	3: Salinity	80	80
WOD05_90009765	1: Depth	1461	1461
WOD05_90009765	2: Temperature	1461	1461
WOD05_90009765	3: Salinity	1461	1461
WOD05_90009765	4: Oxygen	419	1461
WOD05_90010067	1: Depth	26	26
WOD05_90010067	2: Temperature	26	26
WOD05_90010067	3: Salinity	26	26
WOD05_90010068	1: Depth	42	42
WOD05_90010068	2: Temperature	42	42
WOD05_90010068	3: Salinity	42	42
WOD05_90010236	1: Depth	39	39
WOD05_90010236	2: Temperature	39	39
WOD05_90010236	3: Salinity	39	39
WOD05_90010882	1: Depth	1101	1101
WOD05_90010882	2: Temperature	840	1101
WOD05_90010882	3: Salinity	838	1101
WOD05_90010882	4: Oxygen	334	1101
WOD05_90010882	5: Phosphate	173	1101
WOD05_90010882	8: pH	171	1101
WOD05_90010882	9: Chlorophyll	125	1101
WOD05_90011301	1: Depth	26	26
WOD05_90011301	2: Temperature	26	26
WOD05_90011301	3: Salinity	26	26
WOD05_90011342	1: Depth	57	57
WOD05_90011342	2: Temperature	57	57
WOD05_90011342	3: Salinity	57	57
WOD05_90011342	4: Oxygen	55	57
WOD05_90011342	5: Phosphate	54	57
WOD05_90011345	1: Depth	19	19
WOD05_90011345	2: Temperature	19	19
WOD05_90011345	3: Salinity	19	19
WOD05_90011361	1: Depth	24	24
WOD05_90011361	2: Temperature	24	24
WOD05_90011361	3: Salinity	24	24
WOD05_90011443	1: Depth	53	53
WOD05_90011443	2: Temperature	53	53
WOD05_90011443	3: Salinity	53	53
WOD05_90011454	1: Depth	26	26
WOD05_90011454	2: Temperature	26	26
WOD05_90011454	3: Salinity	26	26
WOD05_90011460	1: Depth	98	98
WOD05_90011460	2: Temperature	98	98
WOD05_90011460	3: Salinity	96	98
WOD05_90011460	4: Oxygen	77	98
WOD05_90011464	1: Depth	26	26
WOD05_90011464	2: Temperature	26	26
WOD05_90011464	3: Salinity	26	26
WOD05_90011466	1: Depth	17	17
WOD05_90011466	2: Temperature	17	17
WOD05_90011466	3: Salinity	17	17
WOD05_90011475	1: Depth	26	26
WOD05_90011475	2: Temperature	26	26
WOD05_90011475	3: Salinity	26	26
WOD05_90011479	1: Depth	12	12
WOD05_90011479	2: Temperature	12	12
WOD05_90011479	3: Salinity	12	12
WOD05_90011482	1: Depth	13	13
WOD05_90011482	2: Temperature	13	13
WOD05_90011482	3: Salinity	13	13
WOD05_90011487	1: Depth	89	89
WOD05_90011487	2: Temperature	89	89
WOD05_90011487	3: Salinity	89	89
WOD05_90011500	1: Depth	13	13
WOD05_90011500	2: Temperature	13	13
WOD05_90011500	3: Salinity	13	13
WOD05_90011509	1: Depth	13	13
WOD05_90011509	2: Temperature	13	13
WOD05_90011509	3: Salinity	13	13
WOD05_90011520	1: Depth	33	33
WOD05_90011520	2: Temperature	33	33
WOD05_90011520	3: Salinity	33	33
WOD05_90011529	1: Depth	3251	3251
WOD05_90011529	2: Temperature	3251	3251
WOD05_90011529	3: Salinity	3245	3251
WOD05_90011529	4: Oxygen	2187	3251
WOD05_90011531	1: Depth	47	47
WOD05_90011531	2: Temperature	47	47
WOD05_90011531	3: Salinity	47	47
WOD05_90011532	1: Depth	2963	2963
WOD05_90011532	2: Temperature	2963	2963
WOD05_90011532	3: Salinity	2959	2963
WOD05_90011532	4: Oxygen	2068	2963
WOD05_90011538	1: Depth	40	40
WOD05_90011538	2: Temperature	40	40
WOD05_90011538	3: Salinity	40	40
WOD05_90011546	1: Depth	26	26
WOD05_90011546	2: Temperature	26	26
WOD05_90011546	3: Salinity	26	26
WOD05_90011548	1: Depth	13	13
WOD05_90011548	2: Temperature	13	13
WOD05_90011548	3: Salinity	13	13
WOD05_90011556	1: Depth	28	28
WOD05_90011556	2: Temperature	28	28
WOD05_90011556	3: Salinity	28	28
WOD05_90011562	1: Depth	39	39
WOD05_90011562	2: Temperature	39	39
WOD05_90011562	3: Salinity	39	39
WOD05_90011567	1: Depth	39	39
WOD05_90011567	2: Temperature	39	39
WOD05_90011567	3: Salinity	39	39
WOD05_90011582	1: Depth	31	31
WOD05_90011582	2: Temperature	31	31
WOD05_90011582	3: Salinity	31	31
WOD05_90011590	1: Depth	13	13
WOD05_90011590	2: Temperature	13	13
WOD05_90011590	3: Salinity	13	13
WOD05_90011593	1: Depth	39	39
WOD05_90011593	2: Temperature	39	39
WOD05_90011593	3: Salinity	39	39
WOD05_90012416	1: Depth	829	829
WOD05_90012416	2: Temperature	829	829
WOD05_90012416	3: Salinity	829	829
WOD05_90012416	4: Oxygen	802	829
WOD05_90012689	1: Depth	26	26
WOD05_90012689	2: Temperature	26	26
WOD05_90012689	3: Salinity	26	26
WOD05_90012689	4: Oxygen	10	26
WOD05_90012689	8: pH	3	26
WOD05_90013808	1: Depth	920	920
WOD05_90013808	2: Temperature	920	920
WOD05_90013808	3: Salinity	911	920
WOD05_90013808	4: Oxygen	190	920
WOD05_90013808	5: Phosphate	18	920
WOD05_90013808	7: Nitrate	7	920
WOD05_90013808	8: pH	169	920
WOD05_90013809	1: Depth	26	26
WOD05_90013809	2: Temperature	26	26
WOD05_90013809	3: Salinity	26	26
WOD05_90013816	1: Depth	95	95
WOD05_90013816	2: Temperature	95	95
WOD05_90013816	3: Salinity	95	95
WOD05_90013816	4: Oxygen	95	95
WOD05_90013821	1: Depth	13	13
WOD05_90013821	2: Temperature	13	13
WOD05_90013821	3: Salinity	13	13
WOD05_90013882	1: Depth	13	13
WOD05_90013882	2: Temperature	13	13
WOD05_90013882	3: Salinity	13	13
WOD05_90013906	1: Depth	13	13
WOD05_90013906	2: Temperature	13	13
WOD05_90013906	3: Salinity	13	13
WOD05_90014142	1: Depth	17	17
WOD05_90014142	2: Temperature	17	17
WOD05_90014142	3: Salinity	17	17
WOD05_90014143	1: Depth	15	15
WOD05_90014143	2: Temperature	15	15
WOD05_90014143	3: Salinity	15	15
WOD05_90014143	4: Oxygen	15	15
WOD05_90014158	1: Depth	94	94
WOD05_90014158	2: Temperature	94	94
WOD05_90014158	3: Salinity	94	94
WOD05_90014237	1: Depth	2046	2046
WOD05_90014237	2: Temperature	2046	2046
WOD05_90014237	3: Salinity	2046	2046
WOD05_90014237	4: Oxygen	1896	2046
WOD05_90014237	8: pH	1025	2046
WOD05_90014379	1: Depth	15	15
WOD05_90014379	2: Temperature	15	15
WOD05_90014381	1: Depth	14	14
WOD05_90014381	2: Temperature	14	14
WOD05_90014967	1: Depth	39	39
WOD05_90014967	2: Temperature	39	39
WOD05_90014967	3: Salinity	39	39
WOD05_90015296	1: Depth	15	15
WOD05_90015296	2: Temperature	15	15
WOD05_90015296	3: Salinity	15	15
WOD05_90015296	4: Oxygen	15	15
WOD05_90015586	1: Depth	2763	2763
WOD05_90015586	2: Temperature	2763	2763
WOD05_90015586	3: Salinity	2763	2763
WOD05_90015586	4: Oxygen	1102	2763
WOD05_90015588	1: Depth	13	13
WOD05_90015588	2: Temperature	13	13
WOD05_90015588	3: Salinity	13	13
WOD05_90015600	1: Depth	417	417
WOD05_90015600	2: Temperature	417	417
WOD05_90015600	3: Salinity	417	417
WOD05_90015600	4: Oxygen	208	417
WOD05_90015611	1: Depth	26	26
WOD05_90015611	2: Temperature	26	26
WOD05_90015611	3: Salinity	26	26
WOD05_99000343	1: Depth	367	367
WOD05_99000343	2: Temperature	367	367
WOD05_99000343	3: Salinity	363	367
WOD05_99000371	1: Depth	101	101
WOD05_99000371	2: Temperature	101	101
WOD05_99000371	3: Salinity	101	101
WOD05_99000492	1: Depth	13	13
WOD05_99000492	2: Temperature	13	13
WOD05_99000492	3: Salinity	13	13
WOD05_MO000001	1: Depth	8	8
WOD05_MO000001	2: Temperature	8	8
WOD05_MO000001	3: Salinity	8	8
WOD05_MO000014	1: Depth	1731	1731
WOD05_MO000014	2: Temperature	1719	1731
WOD05_MO000014	3: Salinity	971	1731
WOD05_MO000015	1: Depth	2346	2346
WOD05_MO000015	2: Temperature	2300	2346
WOD05_MO000015	3: Salinity	2095	2346
WOD05_MO000016	1: Depth	2250	2250
WOD05_MO000016	2: Temperature	2227	2250
WOD05_MO000016	3: Salinity	2141	2250
WOD05_MO000017	1: Depth	2827	2827
WOD05_MO000017	2: Temperature	2821	2827
WOD05_MO000017	3: Salinity	2795	2827
WOD05_MO000019	1: Depth	2033	2033
WOD05_MO000019	2: Temperature	2029	2033
WOD05_MO000019	3: Salinity	1990	2033
WOD05_MO000020	1: Depth	2272	2272
WOD05_MO000020	2: Temperature	2269	2272
WOD05_MO000020	3: Salinity	2212	2272
WOD05_MO000021	1: Depth	296	296
WOD05_MO000021	2: Temperature	293	296
WOD05_MO000021	3: Salinity	274	296
WOD05_MO000022	1: Depth	1216	1216
WOD05_MO000022	2: Temperature	1213	1216
WOD05_MO000022	3: Salinity	1208	1216
WOD05_MO000022	4: Oxygen	1136	1216
WOD05_MO000023	1: Depth	1205	1205
WOD05_MO000023	2: Temperature	1193	1205
WOD05_MO000023	3: Salinity	1195	1205
WOD05_MO000023	4: Oxygen	1165	1205
WOD05_MO000025	1: Depth	794	794
WOD05_MO000025	2: Temperature	787	794
WOD05_MO000025	3: Salinity	788	794
WOD05_MO000025	4: Oxygen	71	794
WOD05_MO000027	1: Depth	1320	1320
WOD05_MO000027	2: Temperature	1310	1320
WOD05_MO000027	3: Salinity	1309	1320
WOD05_MO000027	4: Oxygen	868	1320
WOD05_MO000028	1: Depth	1240	1240
WOD05_MO000028	2: Temperature	1214	1240
WOD05_MO000028	3: Salinity	1224	1240
WOD05_MO000028	4: Oxygen	1199	1240
WOD05_MO000030	1: Depth	65	65
WOD05_MO000030	2: Temperature	63	65
WOD05_MO000030	3: Salinity	65	65
WOD05_MO000030	4: Oxygen	65	65
WOD05_MO000031	1: Depth	120	120
WOD05_MO000031	2: Temperature	118	120
WOD05_MO000031	3: Salinity	119	120
WOD05_MO000031	4: Oxygen	120	120
WOD05_MO000032	1: Depth	22	22
WOD05_MO000032	2: Temperature	22	22
WOD05_MO000032	3: Salinity	22	22
WOD05_MO000032	4: Oxygen	20	22
WOD05_MO000033	1: Depth	141	141
WOD05_MO000033	2: Temperature	141	141
WOD05_MO000033	3: Salinity	140	141
WOD05_MO000033	4: Oxygen	140	141
WOD05_MO000035	1: Depth	119	119
WOD05_MO000035	2: Temperature	116	119
WOD05_MO000035	3: Salinity	119	119
WOD05_MO000035	4: Oxygen	115	119
WOD05_MO000036	1: Depth	149	149
WOD05_MO000036	2: Temperature	149	149
WOD05_MO000036	3: Salinity	147	149
WOD05_MO000036	4: Oxygen	144	149
WOD05_MO000037	1: Depth	1569	1569
WOD05_MO000037	2: Temperature	1563	1569
WOD05_MO000037	3: Salinity	1554	1569
WOD05_MO000037	4: Oxygen	1537	1569
WOD05_MO000041	1: Depth	253	253
WOD05_MO000041	2: Temperature	253	253
WOD05_MO000041	3: Salinity	246	253
WOD05_MO000042	1: Depth	111	111
WOD05_MO000042	2: Temperature	111	111
WOD05_MO000042	3: Salinity	106	111
WOD05_MO000043	1: Depth	59	59
WOD05_MO000043	2: Temperature	59	59
WOD05_MO000043	3: Salinity	58	59
WOD05_MO000044	1: Depth	92	92
WOD05_MO000044	2: Temperature	92	92
WOD05_MO000044	3: Salinity	92	92
WOD05_MO000046	1: Depth	727	727
WOD05_MO000046	2: Temperature	725	727
WOD05_MO000046	3: Salinity	716	727
WOD05_MO000047	1: Depth	841	841
WOD05_MO000047	2: Temperature	831	841
WOD05_MO000047	3: Salinity	838	841
WOD05_MO000047	4: Oxygen	782	841
WOD05_MO000047	5: Phosphate	341	841
WOD05_MO000047	6: Silicate	406	841
WOD05_MO000047	7: Nitrate	402	841
WOD05_MO000049	1: Depth	273	273
WOD05_MO000049	2: Temperature	271	273
WOD05_MO000049	3: Salinity	264	273
WOD05_MO000049	4: Oxygen	265	273
WOD05_MO000049	5: Phosphate	246	273
WOD05_MO000049	6: Silicate	257	273
WOD05_MO000049	7: Nitrate	252	273
WOD05_MO000050	1: Depth	309	309
WOD05_MO000050	2: Temperature	301	309
WOD05_MO000050	3: Salinity	297	309
WOD05_MO000050	4: Oxygen	297	309
WOD05_MO000050	5: Phosphate	301	309
WOD05_MO000050	6: Silicate	309	309
WOD05_MO000050	7: Nitrate	306	309
WOD05_MO000051	1: Depth	598	598
WOD05_MO000051	2: Temperature	591	598
WOD05_MO000051	3: Salinity	583	598
WOD05_MO000051	4: Oxygen	570	598
WOD05_MO000051	5: Phosphate	301	598
WOD05_MO000051	6: Silicate	593	598
WOD05_MO000051	7: Nitrate	575	598
WOD05_MO000052	1: Depth	273	273
WOD05_MO000052	2: Temperature	268	273
WOD05_MO000052	3: Salinity	270	273
WOD05_MO000052	4: Oxygen	273	273
WOD05_MO000052	5: Phosphate	273	273
WOD05_MO000052	6: Silicate	273	273
WOD05_MO000052	7: Nitrate	263	273
WOD05_MO000053	1: Depth	229	229
WOD05_MO000053	2: Temperature	225	229
WOD05_MO000053	3: Salinity	226	229
WOD05_MO000053	4: Oxygen	228	229
WOD05_MO000053	5: Phosphate	213	229
WOD05_MO000053	7: Nitrate	200	229
WOD05_MO000054	1: Depth	287	287
WOD05_MO000054	2: Temperature	286	287
WOD05_MO000054	3: Salinity	285	287
WOD05_MO000054	4: Oxygen	285	287
WOD05_MO000054	5: Phosphate	38	287
WOD05_MO000054	6: Silicate	176	287
WOD05_MO000054	7: Nitrate	159	287
